Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31
15,156,6,0,82,0,49,M_2,M_0,M_3,M_1,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,157,7,2,84,1,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,158,8,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,159,9,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
15,160,10,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,160,0,0,84,0,50,M_2,M_2,M_3,M_1,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,161,1,2,86,1,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,162,2,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,163,3,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,164,4,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,165,5,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,166,6,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,167,7,0,86,0,51,M_2,M_2,M_3,M_1,M_0,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,168,8,2,88,1,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,169,9,0,88,0,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
16,170,10,0,88,0,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,170,0,0,88,0,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,171,1,0,88,0,52,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_0,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,172,2,2,90,1,53,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,173,3,0,90,0,53,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,174,4,0,90,0,53,M_2,M_2,M_3,M_1,M_0,M_3,M_1,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,175,5,2,92,1,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,176,6,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,177,7,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,178,8,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,179,9,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
17,180,10,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,180,0,0,92,0,54,M_1,M_2,M_3,M_1,M_0,M_3,M_2,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,181,1,2,94,1,55,M_1,M_2,M_3,M_1,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,182,2,0,94,0,55,M_1,M_2,M_3,M_1,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,183,3,0,94,0,55,M_1,M_2,M_3,M_1,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,184,4,0,94,0,55,M_1,M_2,M_3,M_1,M_2,M_3,M_0,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,185,5,2,96,1,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,186,6,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,187,7,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,188,8,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,189,9,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
18,190,10,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,190,0,0,96,0,56,M_1,M_2,M_0,M_1,M_2,M_3,M_3,M_0,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,191,1,2,98,1,57,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_1,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,192,2,2,100,1,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,193,3,0,100,0,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,194,4,0,100,0,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,195,5,0,100,0,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,196,6,0,100,0,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,197,7,0,100,0,58,M_0,M_2,M_0,M_1,M_2,M_3,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,198,8,2,102,1,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,199,9,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
19,200,10,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,200,0,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,201,1,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,202,2,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,203,3,0,102,0,59,M_0,M_2,M_0,M_1,M_1,M_3,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,204,4,2,104,1,60,M_0,M_2,M_2,M_1,M_1,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,205,5,0,104,0,60,M_0,M_2,M_2,M_1,M_1,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,206,6,0,104,0,60,M_0,M_2,M_2,M_1,M_1,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,207,7,0,104,0,60,M_0,M_2,M_2,M_1,M_1,M_3,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,208,8,2,106,1,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,209,9,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
20,210,10,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,210,0,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,211,1,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,212,2,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,213,3,0,106,0,61,M_0,M_2,M_2,M_1,M_1,M_0,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,214,4,2,108,1,62,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,215,5,0,108,0,62,M_0,M_2,M_2,M_0,M_1,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,216,6,2,110,1,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,217,7,0,110,0,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,218,8,0,110,0,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,219,9,0,110,0,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
21,220,10,0,110,0,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
22,220,0,0,110,0,63,M_0,M_2,M_2,M_0,M_2,M_0,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3,M_3
22,221,1,4,114,0,67,M_0,M_2,M_2,M_0,M_3,M_1,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,222,2,0,114,0,67,M_0,M_2,M_2,M_0,M_3,M_1,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,223,3,0,114,0,67,M_0,M_2,M_2,M_0,M_3,M_1,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,224,4,0,114,0,67,M_0,M_2,M_2,M_0,M_3,M_1,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,225,5,0,114,0,67,M_0,M_2,M_2,M_0,M_3,M_1,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,226,6,2,116,1,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,227,7,0,116,0,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,228,8,0,116,0,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,229,9,0,116,0,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
22,230,10,0,116,0,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
23,230,0,0,116,0,68,M_0,M_2,M_2,M_2,M_3,M_1,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
23,231,1,4,120,2,70,M_0,M_2,M_2,M_2,M_3,M_1,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
23,232,2,0,120,0,70,M_0,M_2,M_2,M_2,M_3,M_1,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
23,233,3,0,120,0,70,M_0,M_2,M_2,M_2,M_3,M_1,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
